"ID";"P02";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"P40";"P41";"P42";"P43";"P44";"P45";"P46";"P47";"P48";"P49";"V02";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"VD_REGIAO";"VD_EDUCACAO";"VD_IDADE";"VD_RACA";"VD_ACOMPANHA_SENADO";"VD_TRABALHO";"VD_PORTE";"VD_VOTO.TURNO1";"VD_VOTO.TURNO2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"POP_REGIAO_VOTO.TURNO1";"POP_REGIAO_VOTO.TURNO2";"W1";"W2"
"907";33;5;1;1;1;2;3;1;2;1;2;1;1;1;2;1;2;1;3;3;3;2;2;2;1;1;1;1;1;3;3;2;2;3;3;2;2;1;1;1;2;2;1;1;2;1;3;1;1;3;2;2;2;2;1;2;1;1;1;1;1;3;1;2;1;3;3;1;1;1;34583982,1353621;14391721,5930094;36670114,0129673;29216484,3462274;14602578,6387043;23470529;27043936;1,32959325005407;108774,79616994
"908";27;4;1;1;1;1;6;1;2;1;1;2;1;2;2;1;1;2;;3;3;1;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;1;2;2;2;2;4;1;3;4;2;1;;1;99;1;2;1;1;1;1;2;3;4;2;4;1;3;1;1;21140652,1606768;6202819,74451299;33265012,4017524;6782281,42177651;10816838,1655851;8787394;9962947;0,081006810558095;1512,41844704507
"909";41;4;2;2;1;2;5;1;2;1;1;2;2;2;2;1;3;1;2;3;3;1;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;2;1;2;3;1;1;;1;3;1;2;1;99;1;1;4;2;2;2;2;1;2;1;1;11900083,831777;4972531,99320719;6448500,58726374;6939587,68106587;10776775,1826395;9568041;10940158;0,885430859201816;50565,0063751978
"910";15;4;1;1;1;2;3;2;2;1;1;1;1;2;2;1;3;2;;3;2;1;2;2;2;1;1;1;2;;;;;;;;;1;2;2;2;2;2;2;2;1;2;2;1;4;1;2;2;1;3;2;2;1;1;1;1;1;3;4;1;4;3;1;1;1;6957088,9162393;1788232,35083185;2676408,93072725;2583414,27516294;4533423,13227735;4396161;4782341;0,394020511483105;57913,0301630708
"911";17;4;2;2;2;1;3;2;1;1;2;1;1;2;2;2;3;1;1;3;3;1;2;2;1;2;1;1;2;;;;;;;;;1;1;2;1;1;1;1;1;1;2;1;1;4;2;1;;4;1;1;2;1;1;1;1;1;3;2;1;1;1;2;1;1;6811680,65343159;2884455,25448695;2676408,93072725;2583414,27516294;5530020,98320975;4396161;4782341;0,160738901458879;8649,33294958311
"912";24;6;2;1;2;1;3;97;2;2;1;97;97;2;2;2;2;2;;3;3;3;2;2;2;2;1;1;1;2;2;2;3;3;3;3;3;1;2;2;2;2;2;2;2;1;2;2;1;4;1;1;;2;2;2;1;1;1;1;1;2;3;2;1;4;1;3;1;1;23204759,582082;9055325,84168844;11080399,3410063;6782281,42177651;10816838,1655851;8787394;9962947;0,421789337791895;6589,45703499435
"913";43;1;1;1;2;1;8;1;2;1;1;1;1;1;1;3;2;2;;2;1;3;2;2;2;1;1;1;2;;;;;;;;;1;2;1;2;2;2;2;2;1;4;2;3;2;1;2;1;2;1;2;2;2;;2;;4;1;5;2;4;2;3;3;3;12325579,2015022;5040299,80536735;6448500,58726374;11421778,5725272;4527641,35019684;8208242,03327921;6535131,03327921;0,710930506044047;36543,5682543918
"914";33;5;1;2;1;2;3;2;1;1;1;2;2;2;2;1;3;1;2;3;3;1;1;1;1;2;1;1;1;1;1;1;1;3;1;3;3;2;;;;;;;;;4;1;3;4;2;1;;2;2;1;2;1;1;1;1;3;3;2;2;2;1;2;1;1;34583982,1353621;14391721,5930094;35613911,6497741;18702138,7176993;28518806,3404994;23470529;27043936;0,664796625027034;25491,5960651319
"915";22;2;1;1;1;1;2;1;1;2;2;2;1;1;1;1;2;2;;2;2;3;2;1;2;1;1;1;2;;;;;;;;;1;2;2;2;2;2;2;2;1;4;2;3;4;1;2;2;1;1;2;2;1;2;1;2;2;3;1;2;4;3;3;2;2;23204759,582082;12798371,8641061;33265012,4017524;6782281,42177651;10816838,1655851;21753139;22534967;0,738425238851739;50172,4629190693
"916";35;2;1;1;2;1;3;1;2;2;1;1;2;2;1;1;1;2;;1;1;6;2;2;2;1;1;1;1;2;2;1;2;3;3;2;2;2;;;;;;;;;1;1;3;3;1;2;2;2;1;2;1;1;2;1;2;3;2;2;2;4;3;3;2;2;34583982,1353621;14391721,5930094;35613911,6497741;24365402,5988148;29162640,6835377;21037094;22793826;1,1575493817962;95829,0987775533
"917";52;4;1;1;1;1;8;1;97;97;2;2;1;1;1;97;2;2;;2;2;3;2;1;1;1;1;1;1;2;2;3;3;3;3;3;2;1;1;1;2;2;1;1;1;1;97;2;3;3;1;1;;2;1;2;1;99;;99;;5;2;2;2;4;1;2;3;2;6571044,69845248;2774096,33588219;8295394,16804358;3872447,6527475;3650500,27250181;4825485,6623448;3523743;0,850986139664242;49039,8047856395
"918";23;2;1;1;1;1;2;2;1;2;2;1;1;2;2;3;3;2;;3;2;1;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;3;2;2;2;1;2;1;2;1;1;2;1;2;2;1;2;2;4;2;2;2;2;23204759,582082;9055325,84168844;33265012,4017524;24249559,3107258;14173695,4240263;21753139;22534967;1,04985993509438;139106,767238778
"919";35;2;1;1;1;2;3;1;1;1;2;2;1;1;1;1;1;1;1;1;1;6;2;2;2;1;2;;;;;;;;;;;2;;;;;;;;;2;2;3;4;2;2;2;2;1;1;2;1;2;1;2;3;3;5;2;1;3;2;2;2;37700043,5273793;15263335,4060724;35613911,6497741;18702138,7176993;28518806,3404994;21037094;22793826;2,14400921548497;76698,3414815889
"920";25;6;1;1;2;1;5;1;1;2;2;2;1;1;1;1;2;1;3;2;2;5;1;1;1;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;2;1;3;2;1;4;1;1;;1;3;1;2;1;2;1;2;2;3;4;1;3;1;2;2;2;23204759,582082;6202819,74451299;11080399,3410063;6782281,42177651;14173695,4240263;21753139;22534967;0,521772660302884;20284,7333591934
"921";33;3;1;1;2;1;3;1;1;2;1;2;1;2;1;1;2;1;2;3;3;2;2;2;1;2;1;1;1;3;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;3;1;1;;4;1;2;1;1;5;1;2;3;2;2;1;2;1;2;3;2;34583982,1353621;14391721,5930094;36670114,0129673;24365402,5988148;28518806,3404994;27776402,6627414;22793826;0,664796625027034;27769,4092257444
"922";23;3;1;1;1;2;7;1;1;2;1;1;1;1;1;1;2;2;;97;2;1;2;2;2;1;2;;;;;;;;;;;2;;;;;;;;;1;1;1;3;99;2;1;1;1;2;2;1;2;2;;2;2;3;1;4;2;3;2;3;21140652,1606768;8084696,47301555;11080399,3410063;13313571,0102565;10816838,1655851;21753139;11847497,7427588;0,524929967547189;37956,8702093685
"923";43;1;2;1;2;1;5;2;2;1;2;1;1;1;2;1;2;2;;3;3;5;2;1;1;1;1;1;2;;;;;;;;;1;1;1;2;1;2;1;2;1;4;2;1;3;1;1;;2;1;2;2;1;99;1;1;4;2;2;1;4;1;2;1;1;12325579,2015022;4972531,99320719;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,710930506044047;46454,4258078493
"924";31;6;1;97;1;2;7;1;2;1;97;1;97;2;2;1;1;2;;1;1;1;2;2;2;97;1;1;2;;;;;;;;;1;1;2;1;1;1;2;1;1;2;2;1;5;;2;2;2;2;1;2;1;1;1;1;3;1;4;1;4;3;2;1;1;37700043,5273793;11005948,8963799;36670114,0129673;29216484,3462274;28518806,3404994;23470529;27043936;0,522962397737072;37236,1193693749
"925";27;3;1;2;2;1;6;1;1;1;2;2;1;1;1;3;3;2;;2;3;1;1;1;2;1;1;1;2;;;;;;;;;2;;;;;;;;;1;2;1;4;2;2;1;1;1;1;2;1;2;1;2;2;3;4;1;4;2;2;2;2;23204759,582082;6202819,74451299;11080399,3410063;6782281,42177651;14173695,4240263;21753139;22534967;0,081006810558095;3149,26725270694
"926";29;2;1;1;1;2;3;1;2;1;2;2;1;1;1;2;3;2;;2;2;1;1;2;1;2;1;1;2;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;2;1;;4;1;2;1;1;2;1;2;2;1;1;2;4;1;3;2;2;23204759,582082;12798371,8641061;33265012,4017524;24249559,3107258;10816838,1655851;21753139;22534967;0,53113146285101;119052,60295215
"927";24;6;1;1;2;1;7;1;1;2;2;2;97;1;1;1;1;2;;97;2;5;2;2;1;2;1;1;2;;;;;;;;;1;2;2;1;2;1;1;1;1;1;1;1;4;1;1;;4;3;1;2;1;2;1;2;2;3;2;1;4;1;3;2;2;21140652,1606768;9055325,84168844;11080399,3410063;6782281,42177651;10816838,1655851;21753139;22534967;0,421789337791895;9869,00576498761
"928";22;3;1;1;1;1;1;1;1;2;2;2;1;1;1;2;3;2;;2;2;3;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;5;1;;1;;1;1;2;1;1;2;1;2;2;1;3;2;4;1;1;2;2;23204759,582082;8084696,47301555;33265012,4017524;24249559,3107258;19354878,1531474;21753139;22534967;0,36921261942587;75157,1954365191
"929";31;4;1;2;1;97;3;97;97;1;97;1;97;97;1;1;2;2;;2;2;2;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;4;1;3;3;1;2;2;2;1;2;1;1;3;1;1;3;2;1;2;4;3;2;3;1;34583982,1353621;18471680,4671614;35613911,6497741;24365402,5988148;28518806,3404994;27776402,6627414;27043936;0,767499221703364;97273,9734431569
"930";31;6;2;1;1;2;7;97;2;1;2;1;2;2;2;97;3;1;2;2;2;3;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;97;3;2;2;2;4;1;1;2;1;7;1;4;3;1;3;1;2;3;3;3;3;37700043,5273793;13151339,3001183;36670114,0129673;29216484,3462274;29162640,6835377;27776402,6627414;22446263,6627414;3,06999688681346;272225,134758703
"931";17;3;1;1;1;1;2;2;1;1;2;2;1;1;1;1;3;1;2;2;1;1;1;1;1;2;1;1;1;3;2;2;2;2;3;3;2;1;2;2;2;1;2;1;1;2;1;2;3;2;2;1;;2;1;2;1;1;2;1;2;1;1;1;2;2;1;1;2;2;6957088,9162393;4616955,63586713;11092360,6389436;6945065,18624126;4533423,13227735;4554630;4590184;0,160738901458879;172663,151128262
"932";52;1;1;1;1;1;5;1;2;97;2;2;1;97;1;1;2;2;;1;1;7;2;2;2;2;2;;;;;;;;;;;2;;;;;;;;;4;1;1;2;2;1;;1;1;2;2;1;4;1;1;5;1;3;1;4;1;2;3;1;6308440,96389232;2435637,36092034;4584091,49430122;5639588,67715864;3650500,27250181;4825485,6623448;5331708;1,79058402782439;128207,01629848
"933";43;5;1;1;1;2;4;1;1;2;2;1;1;1;2;2;2;2;;2;2;5;2;1;2;1;1;1;2;;;;;;;;;1;2;2;2;2;2;1;1;1;4;2;3;3;2;2;2;4;2;2;2;1;1;1;1;4;1;1;2;4;3;3;1;1;12325579,2015022;6307517,21487577;6448500,58726374;11421778,5725272;4527641,35019684;9568041;10940158;0,710930506044047;78360,3601552472
"934";51;3;1;1;2;1;3;1;1;2;2;2;1;1;1;1;1;2;;2;3;4;1;1;1;2;1;1;1;1;1;1;2;2;3;1;2;1;1;2;2;1;1;2;2;1;1;2;3;6;;1;;1;3;1;2;1;2;1;2;5;3;1;2;4;1;3;2;2;6571044,69845248;3746400,13739432;8295394,16804358;3367449,33243866;5235416,80864652;3326328;3523743;0,532074345004093;55548,5947763672
"935";27;5;1;1;1;1;1;1;2;1;1;2;1;2;2;3;2;1;2;3;2;3;2;2;1;2;1;1;1;2;1;3;3;3;2;3;3;1;1;1;1;1;1;1;1;1;3;2;2;3;1;1;;4;1;2;2;1;6;1;3;2;2;1;2;2;1;2;3;3;23204759,582082;12798371,8641061;33265012,4017524;13313571,0102565;14173695,4240263;13804878,7427588;11847497,7427588;0,081006810558095;25920,3758599777
"936";41;4;2;1;1;1;7;2;2;1;97;97;2;1;2;1;2;1;3;2;2;97;2;2;1;2;1;1;2;;;;;;;;;1;1;1;97;1;2;2;2;97;2;1;1;2;2;1;;1;1;1;2;1;1;1;1;4;1;4;1;3;1;1;1;1;11900083,831777;3643103,95375007;17777162,4460155;11421778,5725272;8921246,50044287;9568041;10940158;0,885430859201816;105672,290168231
"937";26;1;1;1;2;1;4;1;2;2;2;2;2;1;1;1;1;1;1;1;2;3;1;1;2;1;1;1;2;;;;;;;;;1;1;1;2;1;2;1;2;2;1;1;3;4;1;1;;1;2;2;1;1;2;1;2;2;3;5;2;1;1;2;2;2;21140652,1606768;8204197,81943566;33265012,4017524;6782281,42177651;14173695,4240263;21753139;22534967;0,51611723812616;42828,3131727955
"938";27;7;1;1;1;2;3;2;2;1;1;1;2;2;2;1;1;1;2;3;3;7;2;2;1;2;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;2;1;2;2;2;2;2;4;1;2;1;2;1;2;2;1;1;1;1;2;3;2;2;2;2;3;1;1;23204759,582082;9055325,84168844;33265012,4017524;6782281,42177651;10816838,1655851;8787394;9962947;0,081006810558095;1323,07438743985
"939";28;1;1;1;2;1;7;1;2;1;1;1;1;97;1;1;3;1;3;3;3;1;2;2;1;2;1;1;2;;;;;;;;;1;2;2;2;1;2;2;2;1;4;2;1;4;1;2;2;1;1;2;2;1;1;1;1;2;3;2;1;3;3;1;1;1;23204759,582082;9055325,84168844;11080399,3410063;6782281,42177651;19354878,1531474;8787394;9962947;0,289622257726311;13277,2390854758
"940";41;6;2;2;1;2;3;2;1;1;1;2;2;2;2;1;2;1;2;2;3;1;2;2;2;2;1;1;1;2;2;2;3;3;3;2;2;1;1;1;1;1;1;1;1;1;4;1;1;4;1;1;;1;3;2;2;1;1;1;1;4;3;2;1;2;1;2;1;1;11900083,831777;4972531,99320719;17777162,4460155;5864296,77968615;10776775,1826395;9568041;10940158;0,885430859201816;52924,5520143819
"941";41;1;1;1;1;1;7;1;2;1;1;2;2;2;2;1;2;1;2;2;2;5;2;2;1;2;1;1;1;2;1;1;1;3;1;3;2;1;1;1;2;1;1;1;1;1;2;2;1;3;1;1;;2;2;1;2;1;1;1;1;4;2;2;1;2;1;2;1;1;12325579,2015022;4972531,99320719;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,885430859201816;57856,8253958464
"942";13;3;1;2;2;1;3;2;1;1;2;1;1;2;2;3;2;2;;2;3;1;2;2;1;1;1;1;2;;;;;;;;;1;1;1;2;1;1;1;1;2;4;1;2;3;2;1;;1;2;1;2;2;;2;;1;1;3;2;4;1;3;3;3;6811680,65343159;2524910,54003622;11092360,6389436;6945065,18624126;3705325,45418379;4817978,56967089;4396244,56967089;0,139725270854756;27085,9052865509
"943";50;5;1;1;1;1;7;1;2;1;2;1;97;2;2;97;1;2;;3;3;97;2;2;2;1;1;2;;;;;;;;;;1;2;2;2;2;1;2;;;4;2;1;2;2;2;2;4;1;2;2;1;1;1;1;5;1;5;1;4;3;2;1;1;6571044,69845248;2059373,44025548;4584091,49430122;5639588,67715864;3650500,27250181;4727672;5331708;0,704874935406365;76879,3705244364
"944";35;1;1;1;1;2;4;2;2;2;1;1;2;2;2;1;1;2;;2;2;2;1;2;2;2;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;2;2;1;4;1;1;;1;3;2;2;1;1;1;1;3;3;3;1;4;1;3;1;1;37700043,5273793;13151339,3001183;36670114,0129673;18702138,7176993;29162640,6835377;23470529;27043936;1,1575493817962;63602,1230037913
"945";27;4;1;2;2;2;6;2;2;2;1;2;2;2;2;1;2;1;1;3;3;2;2;2;2;1;1;1;1;1;2;2;2;3;2;2;2;1;2;1;2;2;2;1;1;2;2;1;3;4;1;1;;4;3;1;2;1;1;1;1;2;3;4;2;1;1;2;1;1;21140652,1606768;6202819,74451299;33265012,4017524;6782281,42177651;14173695,4240263;8787394;9962947;0,081006810558095;2805,138595722
"946";41;6;1;2;1;2;6;2;2;2;1;97;2;2;2;2;2;2;;2;2;1;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;2;1;1;1;1;3;1;1;4;1;1;;5;2;1;2;1;1;1;1;4;3;2;1;4;1;3;1;1;11900083,831777;4972531,99320719;17777162,4460155;5864296,77968615;4527641,35019684;9568041;10940158;0,885430859201816;45902,0977996012
"947";42;3;1;1;2;1;3;1;1;2;2;1;1;1;1;1;1;1;2;2;2;5;2;2;2;1;1;1;1;1;2;2;2;2;2;3;1;1;1;1;2;1;1;1;1;1;1;2;1;4;1;1;;3;2;2;2;1;2;1;2;4;3;1;1;2;1;3;2;2;12325579,2015022;6307517,21487577;17777162,4460155;5864296,77968615;4527641,35019684;6449380;6750374;0,580803856380637;57838,700233883
"948";33;6;1;1;2;1;4;1;1;2;2;2;1;1;1;1;1;1;2;3;3;4;1;1;1;2;1;1;2;;;;;;;;;1;2;1;1;2;2;2;1;1;4;1;3;4;2;1;;2;99;1;2;1;3;2;;3;3;1;2;2;1;3;3;3;34583982,1353621;18471680,4671614;35613911,6497741;18702138,7176993;29162640,6835377;27776402,6627414;22446263,6627414;6,64796625027034;524454,024997853
"949";13;2;1;1;2;1;3;2;2;2;2;2;1;1;1;1;1;2;;3;3;5;2;2;1;2;1;1;2;;;;;;;;;1;2;2;2;2;2;1;1;2;1;1;1;4;1;1;;4;3;2;2;1;2;1;2;1;3;4;1;4;1;3;2;2;6811680,65343159;1788232,35083185;2676408,93072725;2583414,27516294;3705325,45418379;4554630;4590184;0,139725270854756;8153,39803226555
"950";43;4;1;1;2;2;6;2;2;1;1;1;97;2;2;2;1;2;;3;3;1;1;2;2;2;1;1;1;2;3;2;2;3;3;3;2;1;1;1;1;1;1;1;2;1;4;1;1;3;1;1;;2;99;2;2;1;1;1;1;4;2;5;1;4;1;2;1;1;11900083,831777;5040299,80536735;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,710930506044047;55810,3257293217
"951";35;97;2;1;97;97;1;97;2;1;2;97;97;97;1;1;2;2;;97;97;97;2;2;2;97;1;2;;;;;;;;;;2;;;;;;;;;1;1;4;2;2;1;;1;2;2;2;1;2;1;2;3;1;3;2;4;1;3;2;2;34583982,1353621;13151339,3001183;35613911,6497741;29216484,3462274;29162640,6835377;21037094;22793826;3,4726481453886;238970,856267967
"952";21;1;1;1;2;2;1;1;1;1;2;1;1;2;1;1;2;2;;3;2;3;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;1;3;3;1;1;;1;2;2;2;1;2;1;4;2;2;3;2;4;1;3;2;3;21140652,1606768;8084696,47301555;33265012,4017524;13313571,0102565;10816838,1655851;21753139;11847497,7427588;1,0953036269968;82800,3646705003
"953";52;97;1;1;1;1;7;2;1;1;2;2;1;1;97;1;2;1;3;2;2;3;1;2;1;2;1;1;2;;;;;;;;;1;1;2;2;1;1;2;1;1;4;2;3;4;2;1;;5;2;2;1;1;6;1;3;5;3;1;2;3;1;3;3;3;6571044,69845248;3746400,13739432;8295394,16804358;3367449,33243866;5235416,80864652;4825485,6623448;4024034,6623448;0,850986139664242;145839,347990218
"954";42;7;1;1;1;1;3;2;1;2;1;97;2;2;2;1;97;1;1;2;2;3;2;2;2;2;1;1;1;3;1;1;1;3;3;3;3;1;1;1;1;2;2;2;1;1;2;1;1;3;1;2;2;1;2;1;2;1;1;1;1;4;2;5;1;1;3;2;1;1;11900083,831777;5040299,80536735;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,580803856380637;45594,9662222558
"955";32;6;2;1;1;1;6;2;97;1;97;97;1;1;1;1;2;2;;3;3;1;2;2;2;97;1;1;2;;;;;;;;;1;1;1;1;2;1;97;1;2;4;1;1;4;1;1;;3;3;1;2;2;;1;1;3;3;5;1;4;1;2;3;1;34583982,1353621;15263335,4060724;36670114,0129673;18702138,7176993;28518806,3404994;27776402,6627414;27043936;0,572716242695516;28925,1163238033
"956";31;6;1;1;97;1;7;1;1;2;2;2;1;1;1;1;2;1;3;3;3;2;2;1;2;1;1;1;1;2;1;1;2;3;3;3;3;1;2;2;2;2;2;1;1;1;1;1;1;3;1;2;1;4;1;2;1;1;2;1;2;3;2;4;1;3;2;1;2;2;34583982,1353621;11005948,8963799;36670114,0129673;24365402,5988148;14602578,6387043;21037094;22793826;0,767499221703364;45568,6717401912
"957";27;2;1;1;2;2;6;1;2;1;1;2;2;2;2;1;1;2;;1;2;3;1;1;1;2;1;1;2;;;;;;;;;1;2;1;2;2;1;1;1;2;3;2;1;3;2;1;;2;1;2;2;1;1;1;1;2;1;1;1;4;1;3;1;1;23204759,582082;12798371,8641061;11080399,3410063;24249559,3107258;10816838,1655851;8787394;9962947;0,16201362111619;26199,0696324245
"958";29;97;1;1;1;1;3;1;1;1;2;2;1;1;1;1;3;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;2;3;3;3;3;1;1;1;2;1;1;1;1;1;4;1;1;4;1;2;2;1;3;1;2;1;7;1;3;2;3;4;1;2;3;2;3;3;21140652,1606768;6202819,74451299;11080399,3410063;6782281,42177651;14173695,4240263;13804878,7427588;11847497,7427588;0,53113146285101;27080,9748644936
"959";33;3;1;1;2;2;6;2;2;1;1;2;1;2;2;1;2;2;;3;2;1;1;1;1;2;1;1;2;;;;;;;;;1;1;1;2;2;1;1;1;1;2;2;3;3;1;1;;2;1;2;1;1;1;1;1;3;2;2;2;4;1;3;1;1;37700043,5273793;14391721,5930094;35613911,6497741;24365402,5988148;29162640,6835377;23470529;27043936;0,664796625027034;54512,2280739408
"960";24;3;1;1;1;1;2;2;1;1;97;2;2;1;1;1;97;1;2;3;3;97;2;2;2;1;1;1;1;97;1;1;3;3;3;3;2;1;2;2;2;2;1;1;1;2;1;1;97;3;1;1;;1;99;1;2;1;2;2;;2;2;2;1;2;1;3;2;3;21140652,1606768;9055325,84168844;11080399,3410063;13313571,0102565;10816838,1655851;21753139;11847497,7427588;0,421789337791895;31408,4815984997
"961";43;1;1;1;1;1;3;1;2;1;1;2;1;2;2;1;1;1;1;2;2;6;2;1;1;1;1;1;2;;;;;;;;;1;1;2;2;1;1;1;2;1;2;2;1;3;1;1;;1;2;1;2;1;1;1;1;4;2;2;1;1;1;2;1;1;12325579,2015022;4972531,99320719;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,710930506044047;46454,4258078493
"962";43;2;1;2;1;2;3;2;2;1;1;1;2;2;2;1;2;2;;2;3;5;2;2;2;2;1;1;2;;;;;;;;;1;1;1;2;2;1;1;2;1;2;2;1;3;1;1;;4;2;2;2;1;1;1;1;4;2;2;1;4;1;1;1;1;12325579,2015022;4972531,99320719;17777162,4460155;6939587,68106587;8921246,50044287;9568041;10940158;0,710930506044047;79443,450035861
"963";41;6;1;1;1;1;3;2;2;1;1;1;1;2;2;1;2;2;;2;2;1;2;2;2;2;1;1;1;2;2;2;2;3;3;3;2;1;1;1;1;1;1;1;1;1;2;1;1;3;2;1;;1;2;1;2;1;1;1;1;4;1;2;1;4;1;2;1;1;11900083,831777;4972531,99320719;17777162,4460155;11421778,5725272;10776775,1826395;9568041;10940158;0,885430859201816;77955,5804282908
"964";31;7;1;1;2;1;3;1;1;2;2;2;1;1;1;1;2;1;2;3;3;2;1;2;2;2;1;1;1;2;1;1;1;2;2;3;3;1;1;1;2;2;2;2;1;1;1;1;2;4;2;2;2;4;2;2;2;1;99;1;2;3;3;1;2;2;3;1;2;2;34583982,1353621;18471680,4671614;35613911,6497741;18702138,7176993;14602578,6387043;21037094;22793826;1,53499844340673;96466,760145108
"965";52;1;1;1;1;2;7;1;1;1;2;2;1;1;1;1;2;2;;2;2;3;2;1;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;3;3;2;1;;1;1;2;2;1;2;1;2;5;1;4;2;4;1;3;2;2;6571044,69845248;1863978,38789247;8295394,16804358;5639588,67715864;5235416,80864652;3326328;3523743;0,850986139664242;85235,0210352975
"966";35;3;1;2;2;1;7;1;2;2;2;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;1;2;1;4;1;1;;1;2;2;2;1;2;1;2;3;3;2;1;2;1;2;2;2;37700043,5273793;14391721,5930094;36670114,0129673;18702138,7176993;28518806,3404994;21037094;22793826;1,1575493817962;67975,7454765101
"967";23;1;1;1;1;1;3;2;2;2;1;1;1;2;2;1;2;1;2;2;3;4;2;2;2;2;1;1;2;;;;;;;;;1;1;1;2;2;2;1;2;1;2;2;1;3;1;2;2;2;1;2;1;1;1;1;1;2;2;2;1;2;3;3;1;1;23204759,582082;9055325,84168844;11080399,3410063;13313571,0102565;10816838,1655851;8787394;9962947;0,524929967547189;17934,5124687232
"968";42;6;2;1;2;1;3;1;1;2;2;2;1;1;1;1;1;1;2;1;1;97;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;1;1;;3;3;2;2;1;2;1;2;4;3;3;2;2;1;3;2;2;11900083,831777;4262210,06607883;6448500,58726374;5864296,77968615;4527641,35019684;6449380;6750374;5,80803856380637;303723,932722371
"969";35;1;2;1;2;2;5;1;2;1;1;2;1;1;2;1;3;2;;2;2;7;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;2;2;2;2;1;97;2;1;4;1;2;2;2;99;2;2;99;;99;;3;3;2;1;4;3;2;3;3;37700043,5273793;14391721,5930094;36670114,0129673;18702138,7176993;28518806,3404994;27776402,6627414;22446263,6627414;1,1575493817962;59841,6482866235
"970";33;2;1;1;97;1;6;2;2;2;2;2;1;1;1;1;2;2;;3;3;1;2;2;2;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;2;2;1;4;2;2;2;3;1;2;1;1;1;1;1;3;3;4;1;4;3;2;1;1;37700043,5273793;11005948,8963799;36670114,0129673;18702138,7176993;28518806,3404994;23470529;27043936;0,664796625027034;27016,1707544257
"971";33;2;1;1;1;2;6;2;97;2;2;2;1;2;2;3;3;2;;2;2;4;2;2;1;2;1;1;2;;;;;;;;;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;;4;1;2;1;1;2;1;2;3;1;4;2;4;1;3;2;2;37700043,5273793;11005948,8963799;35613911,6497741;29216484,3462274;29162640,6835377;21037094;22793826;1,32959325005407;86215,3757481219
"972";42;4;2;1;1;2;1;1;2;1;1;1;1;2;2;1;2;2;;2;2;3;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;2;2;1;1;1;1;2;1;3;1;1;;1;2;2;2;1;1;1;1;4;2;2;1;4;1;2;1;1;12325579,2015022;4972531,99320719;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,580803856380637;37951,5429789074
"973";33;3;1;1;1;1;8;1;1;1;2;2;1;2;1;1;2;2;;3;2;1;1;1;2;2;1;1;2;;;;;;;;;1;2;2;2;1;1;1;1;1;4;1;1;3;1;1;;4;1;2;1;2;;2;;3;2;1;1;4;1;2;3;3;34583982,1353621;18471680,4671614;36670114,0129673;24365402,5988148;28518806,3404994;27776402,6627414;22446263,6627414;0,664796625027034;101135,391415952
